,trends__gt_higgsfield_raw,trends__gt_higgsfield_7d_ma,trends__gt_higgsfield_trend,trends__gt_ratio_runway,trends__gt_ratio_runway_7d_ma,trends__gt_ratio_runway_trend,trends__gt_ratio_kling,trends__gt_ratio_kling_7d_ma,trends__gt_ratio_kling_trend,trends__gt_ratio_ltx_studio,trends__gt_ratio_ltx_studio_7d_ma,trends__gt_ratio_ltx_studio_trend,trends__gt_ratio_pika,trends__gt_ratio_pika_7d_ma,trends__gt_ratio_pika_trend,trends__gt_ratio_magichour,trends__gt_ratio_magichour_7d_ma,trends__gt_ratio_magichour_trend,trends__gt_ratio_remaker,trends__gt_ratio_remaker_7d_ma,trends__gt_ratio_remaker_trend,trends__gt_ratio_invideo,trends__gt_ratio_invideo_7d_ma,trends__gt_ratio_invideo_trend,trends__gt_competitor_avg,trends__gt_competitor_max,trends__gt_hf_vs_comp_avg_ratio,trends__gt_hf_share_of_voice,launches__n_competitor_events_7d,launches__max_event_severity_7d,launches__cumulative_threat_score,launches__days_since_last_competitor_launch,launches__competitor_launch_decay,launches__event_model_release_7d,launches__event_pricing_change_7d,launches__event_funding_7d,launches__event_feature_release_7d,migration__social_youtube_mentions,migration__social_youtube_sentiment,migration__social_youtube_engagement,migration__social_youtube_migration_signals,migration__total_migration_signals_daily,migration__total_migration_signals_7d,migration__total_migration_signals_30d,benchmarks__benchmark_search_hits_daily,benchmarks__benchmark_title_len_mean_daily,benchmarks__benchmark_vs_in_title_share_daily,benchmarks__benchmark_search_hits_7d,oss__oss_video_github_stars_daily,oss__oss_video_github_stars_7d,oss__oss_video_hf_downloads_daily,oss__oss_video_hf_downloads_7d,oss__oss_video_hf_downloads_trend,oss__oss_threat_composite,interaction__ix_comp_hype_x_migration_7d,interaction__ix_share_of_voice_gap_x_migration,interaction__ix_comp_launch_x_oss_threat,interaction__ix_launch_severity_x_benchmark_hits_7d,interaction__ix_hf_vs_comp_ratio_x_oss,interaction__compound_threat_score,interaction__compound_threat_7d_ma,interaction__compound_threat_trend
2026-01-30,59,62.142857142857146,0.2040816326530612,2.36,2.173450735132763,0.2522448979591836,0.7375,0.7616949384809278,0.1890306122448981,7.375,7.875510204081633,0.2040816326530612,1.6388888888888888,1.6607746472408125,0.2709750566893423,59.0,56.333333333333336,2.612244897959184,1.0925925925925926,1.006714892429178,0.5162509448223733,1.5526315789473684,1.6275476553488657,0.1407089151450054,33.57142857142857,79,1.706611570247934,0.2,2,0.7,2.3,0.0,0.7,1,1,0,0,2.0,0.0,38774.0,0.0,0.0,0.0,0.0,0,0,0,0,382,2674.0,18874,132118.0,0.0,0.5051020408163265,0.0,0.0,1.010204081632653,0.0,0.2942436422838356,0.2461773626691059,0.1172755930633632,0.5621918811803921
2026-01-31,55,61.85714285714285,-0.0350877192982456,1.896551724137931,2.153570369193284,-0.0683605565638233,0.6626506024096386,0.7605609909260024,-0.0118368209680826,9.166666666666666,8.370748299319727,0.6081871345029237,1.4473684210526316,1.634888503309556,-0.1112650046168051,55.0,56.04761904761905,-0.0350877192982456,1.0185185185185186,1.0269428126570983,0.1614684860298896,1.4864864864864864,1.6072498064795884,-0.0872451398767188,34.42857142857143,82,1.5524193548387095,0.1851851851851851,2,0.7,2.3,1.0,0.6333861926251716,1,1,0,0,1.0,0.0,2989.0,0.0,0.0,0.0,0.0,0,0,0,0,382,2674.0,18874,132118.0,0.0,0.5051020408163265,0.0,0.0,1.010204081632653,0.0,0.3232819916445983,0.2505331150732203,0.1316540080360804,0.6715110593144367
2026-02-01,54,61.42857142857143,-0.0526315789473684,2.0,2.113570369193284,-0.1228070175438595,0.6666666666666666,0.762203027050797,0.0175438596491228,7.714285714285714,8.309523809523808,-0.0526315789473683,1.542857142857143,1.6291061903843858,-0.025563909774436,54.0,55.61904761904763,-0.0526315789473684,1.148936170212766,1.0658018259841968,0.3101903695408736,1.4210526315789471,1.5901801051993607,-0.0775623268698061,32.714285714285715,80,1.6016949152542372,0.1901408450704225,2,0.7,2.3,2.0,0.5731115271545872,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,382,2674.0,18874,132118.0,0.0,0.5051020408163265,0.0,0.0,1.010204081632653,0.0,0.3133980482507441,0.2490505235641422,0.1458474029700528,0.6637001708255248
2026-02-02,56,60.71428571428572,-0.081967213114754,2.333333333333333,2.1564275120504264,0.1475409836065575,0.8,0.763316199592541,0.0098360655737705,9.333333333333334,8.553571428571429,0.2240437158469945,1.6,1.634234395512591,0.0229508196721313,56.0,60.71428571428572,1.7540983606557377,0.9655172413793104,1.0827011144352094,0.1396269078575467,1.435897435897436,1.5718650868843425,-0.081967213114754,32.285714285714285,69,1.6824034334763949,0.1978798586572438,2,0.7,2.3,3.0,0.5185727544772025,1,1,0,0,5.0,0.0,9962.0,0.0,0.0,0.0,0.0,0,0,0,0,382,2674.0,18874,132118.0,0.0,0.5051020408163265,0.0,0.0,1.010204081632653,0.0,0.2984525030056147,0.2468086917773728,0.159923395623221,0.6645138437915583
2026-02-03,47,58.85714285714285,-0.2166666666666666,1.88,2.157141797764712,0.0026666666666665,0.6351351351351351,0.7455506944852638,-0.1637387387387389,7.833333333333333,8.601190476190476,0.0444444444444445,1.175,1.5878058240840196,-0.2166666666666666,15.666666666666666,54.38095238095237,-0.7388888888888889,0.8545454545454545,1.0889489206830156,0.0539393939393937,1.2702702702702702,1.521672036691292,-0.2166666666666667,33.285714285714285,73,1.3708333333333331,0.1672597864768683,2,0.7,2.3,4.0,0.4692240322249475,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,382,2674.0,18874,132118.0,0.0,0.5051020408163265,0.0,0.0,1.010204081632653,0.0,0.3657950808567241,0.2569100784550392,0.1896857998735332,4.289126943653264
2026-02-04,50,55.142857142857146,-0.3421052631578947,1.851851851851852,2.0597873004102145,-0.2690058479532163,0.6666666666666666,0.7130576972863842,-0.2543859649122808,7.142857142857143,8.264455782312925,-0.2481203007518796,1.351351351351351,1.4951417314199271,-0.3243243243243243,50.0,50.66666666666666,-0.3421052631578947,1.020408163265306,1.037318918032605,-0.261546723952739,1.1904761904761905,1.4203114924736049,-0.3734335839598997,33.0,74,1.4705882352941178,0.1773049645390071,2,0.7,2.3,5.0,0.4245714617988433,1,1,0,0,1.0,0.0,193.0,0.0,0.0,0.0,0.0,0,0,0,0,382,2674.0,18874,132118.0,0.0,0.5051020408163265,0.0,0.0,1.010204081632653,0.0,0.3411495706745153,0.2532132519277079,0.2206555577856402,5.951643748579695
2026-02-05,75,56.57142857142857,0.1538461538461537,2.7777777777777777,2.1570735267287,0.3247863247863247,0.974025974025974,0.7346635778434402,0.1838161838161838,9.375,8.27721088435374,0.0096153846153845,1.9230769230769231,1.5255061038895623,0.1242603550295857,75.0,52.09523809523809,0.1538461538461537,1.5625,1.0947168772162783,0.346153846153846,1.5957446808510638,1.4217941820725375,0.006546644844517,34.285714285714285,76,2.125506072874494,0.2373417721518987,2,0.7,2.3,6.0,0.3841681452658184,1,1,0,0,7.0,0.0,398608.0,0.0,0.0,0.0,0.0,0,0,0,0,382,2674.0,18874,132118.0,0.0,0.5051020408163265,0.0,0.0,1.010204081632653,0.0,0.2365256869236784,0.2375196693650823,0.2486018132616672,4.669284509820951
2026-02-06,64,57.285714285714285,0.0847457627118644,2.206896551724138,2.1352016055464333,-0.0648743424897719,0.8311688311688312,0.7480448394389876,0.1270085846357032,7.111111111111111,8.23951247165533,-0.0357815442561205,1.6842105263157894,1.5319806235219768,0.0276538804638715,64.0,52.8095238095238,0.0847457627118644,1.3061224489795915,1.1252211424144212,0.195434105845728,1.4545454545454546,1.40778187858655,-0.0631741140215715,34.285714285714285,76,1.8137651821862348,0.2098360655737705,2,0.7,2.3,7.0,0.3476097126539866,1,1,0,0,3.0,0.0,236635.0,0.0,0.0,0.0,0.0,0,0,0,0,382,2674.0,18874,132118.0,0.0,0.5051020408163265,0.0,0.0,1.010204081632653,0.0,0.2769556331867441,0.2435841613045422,0.2482313559238724,-0.0105338741809875
2026-02-07,79,60.71428571428572,0.4363636363636363,2.46875,2.2169442163838715,0.3017045454545455,1.0394736842105263,0.8018767082676858,0.5686602870813398,9.875,8.340702947845804,0.0772727272727273,2.135135135135135,1.6302330112480488,0.4751842751842752,79.0,56.238095238095234,0.4363636363636363,1.6122448979591837,1.2100391966202302,0.5829313543599257,2.0789473684210527,1.492419147434345,0.3985645933014354,33.42857142857143,75,2.2946058091286305,0.2515923566878981,0,0.0,2.3,8.0,0.3145302748820551,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,382,2674.0,18874,132118.0,0.0,0.5051020408163265,0.0,0.0,0.0,0.0,0.2191706880263853,0.0328756032039578,0.2171374256568349,-0.8687774141380487
2026-02-08,69,62.85714285714285,0.2777777777777777,2.6538461538461537,2.3103508097904646,0.3269230769230768,0.9857142857142858,0.8474549395602027,0.4785714285714286,7.666666666666667,8.33390022675737,-0.0061728395061728,1.8157894736842104,1.6692233442233442,0.1769005847953215,69.0,58.38095238095237,0.2777777777777777,1.30188679245283,1.231889285511668,0.1331236897274632,1.9714285714285715,1.5710442816985772,0.3873015873015875,32.142857142857146,69,2.081896551724138,0.2338983050847457,0,0.0,2.3,9.0,0.2845987618184193,0,0,0,0,3.0,0.0,34091.0,2.0,2.0,0.0,0.0,0,0,0,0,382,2674.0,18874,132118.0,0.0,0.5051020408163265,0.0,0.0,0.0,0.0,0.2414565100745647,0.0362184765111847,0.1867328475064124,-0.8545737788748042
2026-02-09,68,64.57142857142857,0.2142857142857142,2.5185185185185186,2.3368058362454915,0.0793650793650793,0.9066666666666666,0.862693034798298,0.1333333333333333,8.5,8.21485260770975,-0.0892857142857143,1.7435897435897436,1.6897361647361646,0.0897435897435896,22.666666666666668,53.61904761904761,-0.5952380952380952,1.2830188679245282,1.277246660732413,0.3288409703504042,1.8888888888888888,1.6357573464116415,0.3154761904761904,33.42857142857143,74,1.975103734439834,0.2244224422442244,0,0.0,2.3,10.0,0.2575156088200096,0,0,0,0,1.0,0.0,17885.0,0.0,0.0,0.0,0.0,0,0,0,0,382,2674.0,18874,132118.0,0.0,0.5051020408163265,0.0,0.0,0.0,0.0,0.2544461692622117,0.0381669253893317,0.1569268808795494,-0.8453582606249572
2026-02-10,62,66.71428571428571,0.3191489361702126,1.8235294117647056,2.3287386093547355,-0.030037546933667,0.7948717948717948,0.8855125576178208,0.2515002727768685,6.888888888888889,8.079931972789115,-0.1205673758865247,1.5121951219512195,1.7379068964434818,0.2869745718733782,62.0,60.23809523809524,2.9574468085106385,1.1071428571428572,1.3133320039606138,0.2955927051671734,1.7222222222222223,1.7003219109762064,0.355791962174941,35.42857142857143,77,1.7019607843137254,0.1993569131832797,0,0.0,2.3,11.0,0.2330097585886556,0,0,0,0,2.0,0.0,1195.0,0.0,0.0,0.0,0.0,0,0,0,0,382,2674.0,18874,132118.0,0.0,0.5051020408163265,0.0,0.0,0.0,0.0,0.295042997155339,0.0442564495733008,0.126547791039301,-0.827735642605216
2026-02-11,65,68.85714285714286,0.3,2.096774193548387,2.363727515311383,0.1322580645161288,0.8024691358024691,0.9049129103515068,0.2037037037037037,9.285714285714286,8.386054421768709,0.3,1.6666666666666667,1.7829519414885269,0.2333333333333334,65.0,62.38095238095239,0.3,1.4444444444444444,1.3739086155576337,0.4155555555555554,1.805555555555556,1.78819039170183,0.5166666666666666,33.285714285714285,80,1.8958333333333333,0.217391304347826,0,0.0,2.3,12.0,0.2108359483385414,0,0,0,0,5.0,0.0,51838.0,0.0,0.0,0.0,0.0,0,0,0,0,382,2674.0,18874,132118.0,0.0,0.5051020408163265,0.0,0.0,0.0,0.0,0.2650294923391306,0.0397544238508695,0.0960536727426098,-0.8430002239289616
2026-02-12,81,69.71428571428571,0.08,2.6129032258064515,2.340174007886908,-0.0593548387096773,0.9418604651162792,0.9003178376501219,-0.0330232558139534,10.125,8.493197278911564,0.08,2.076923076923077,1.804929963466549,0.08,81.0,63.23809523809524,0.08,1.7234042553191489,1.3968949377460835,0.1029787234042551,2.3142857142857145,1.8908391107639229,0.4502857142857144,34.285714285714285,85,2.2955465587044537,0.2515527950310559,0,0.0,2.3,13.0,0.1907722551238088,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,382,2674.0,18874,132118.0,0.0,0.5051020408163265,0.0,0.0,0.0,0.0,0.219081258155184,0.0328621887232776,0.0668168897937806,-0.8616443479770663
2026-02-13,83,72.42857142857143,0.296875,2.7666666666666666,2.420141167164412,0.2536458333333333,0.912087912087912,0.9118777063528476,0.0973557692307691,9.22222222222222,8.794784580498867,0.296875,2.305555555555556,1.8936935390722296,0.3689236111111111,83.0,65.95238095238095,0.296875,1.8444444444444448,1.473798079955348,0.412152777777778,2.024390243902439,1.972245509243492,0.3917682926829269,35.142857142857146,90,2.296442687747035,0.2515151515151515,1,0.6,2.9,0.0,0.6,0,1,0,0,1.0,0.0,3283.0,0.0,0.0,0.0,0.0,0,0,0,0,382,2674.0,18874,132118.0,0.0,0.5051020408163265,0.0,0.0,0.5051020408163265,0.0,0.2189961378618591,0.1338698288425441,0.0511434137277809,-0.450416529032145
2026-02-14,82,72.85714285714286,0.0379746835443037,2.5625,2.4335340243072685,0.0379746835443037,0.9318181818181818,0.8964983488682271,-0.1035673187571922,10.25,8.848356009070296,0.0379746835443037,1.9523809523809523,1.8675857986787752,-0.0855937311633514,82.0,66.38095238095238,0.0379746835443037,1.8636363636363635,1.5097111464806596,0.1559263521288836,2.05,1.9681101708976276,-0.0139240506329114,35.42857142857143,87,2.2509803921568627,0.2477341389728096,1,0.6,2.9,1.0,0.5429024508215757,0,1,0,0,3.0,0.0,25757.0,0.0,0.0,0.0,0.0,0,0,0,0,382,2674.0,18874,132118.0,0.0,0.5051020408163265,0.0,0.0,0.5051020408163265,0.0,0.2233995670942039,0.1345303432273958,0.0656655194454149,3.09210265718258
2026-02-15,75,73.71428571428571,0.0869565217391303,2.5,2.4115560023292466,-0.0579710144927535,0.9146341463414634,0.8863440432435381,-0.0721102863202545,10.714285714285714,9.28373015873016,0.3975155279503104,1.829268292682927,1.86951134425002,0.0074231177094379,75.0,67.23809523809524,0.0869565217391303,1.530612244897959,1.542386211115678,0.1756876663708961,1.9230769230769231,1.9612027925616773,-0.0245261984392419,34.57142857142857,81,2.108433734939759,0.2358490566037736,1,0.6,2.9,2.0,0.491238451846789,0,1,0,0,5.0,0.0,171848.0,0.0,0.0,0.0,0.0,0,0,0,0,382,2674.0,18874,132118.0,0.0,0.5051020408163265,0.0,0.0,0.5051020408163265,0.0,0.2384318340883529,0.1367851832765182,0.0800321918404625,2.776668608197181
2026-02-16,78,75.14285714285714,0.1470588235294117,2.363636363636364,2.389429980203225,-0.0614973262032085,1.0985915492957747,0.9137618836191248,0.2116818558409281,9.75,9.462301587301589,0.1470588235294117,1.813953488372093,1.879563307790356,0.0403556771545827,78.0,75.14285714285714,2.441176470588235,1.56,1.5819549442693168,0.2158823529411766,1.8571428571428568,1.9566676451693876,-0.0168067226890755,34.42857142857143,70,2.2016129032258065,0.24375,1,0.6,2.9,3.0,0.4444909324090307,0,1,0,0,4.0,0.0,104621.0,0.0,0.0,0.0,0.0,0,0,0,0,382,2674.0,18874,132118.0,0.0,0.5051020408163265,0.0,0.0,0.5051020408163265,0.0,0.2283862786654918,0.135278349963089,0.0939052524938564,2.544386889516164
2026-02-17,68,76.0,0.096774193548387,2.5185185185185186,2.4887141383109124,0.3811230585424134,0.9066666666666666,0.929732579589821,0.1406451612903225,9.714285714285714,9.86592970521542,0.4101382488479261,1.7894736842105263,1.9191745309702568,0.1833616298811544,68.0,76.0,0.096774193548387,1.2592592592592593,1.6036858588573744,0.1373954599761051,1.6585365853658536,1.9475696970470489,-0.0369787568843431,33.714285714285715,74,1.9588477366255144,0.2229508196721311,1,0.6,2.9,4.0,0.4021920276213835,0,1,0,0,5.0,0.0,135106.0,0.0,0.0,0.0,0.0,0,0,0,0,382,2674.0,18874,132118.0,0.0,0.5051020408163265,0.0,0.0,0.5051020408163265,0.0,0.2565470307429871,0.1395024627747133,0.1075118258083439,2.1521385949331275
2026-02-18,63,75.71428571428571,-0.0307692307692307,1.75,2.439174967804,-0.1653846153846153,0.875,0.9400941316180396,0.0903846153846152,7.875,9.66439909297052,-0.1519230769230769,1.5365853658536586,1.9005914879969696,-0.0780487804878049,63.0,75.71428571428571,-0.0307692307692307,1.5,1.6116223667938825,0.0384615384615385,1.6578947368421053,1.926475294373699,-0.0817813765182186,33.0,71,1.8529411764705883,0.2135593220338983,1,0.6,2.9,5.0,0.36391839582758,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,382,2674.0,18874,132118.0,0.0,0.5051020408163265,0.0,0.0,0.5051020408163265,0.0,0.271131502806364,0.1416901335842199,0.1220740700559654,2.564135003332982
2026-02-19,68,73.85714285714286,-0.1604938271604938,2.060606060606061,2.360275372775373,-0.2113729891507669,0.8831168831168831,0.9317021913324116,-0.0623697290363957,8.5,9.432256235827664,-0.1604938271604938,1.619047619047619,1.835180708300476,-0.2204585537918871,68.0,73.85714285714286,-0.1604938271604938,1.5813953488372092,1.591335380153605,-0.0824002296870514,1.7,1.8387201923328824,-0.2654320987654321,33.857142857142854,76,1.950819672131148,0.2222222222222222,1,0.6,2.9,6.0,0.3292869816564158,0,1,0,0,1.0,0.0,57466.0,0.0,0.0,0.0,0.0,0,0,0,0,382,2674.0,18874,132118.0,0.0,0.5051020408163265,0.0,0.0,0.5051020408163265,0.0,0.2575973956173891,0.1396600175058736,0.1373309027391934,3.249869620125056
2026-02-20,63,71.0,-0.2409638554216867,2.032258064516129,2.255359858182439,-0.2654488923435678,0.8873239436619719,0.9281644815572774,-0.0271508569489223,7.0,9.114795918367346,-0.2409638554216866,1.7027027027027026,1.7490588721786398,-0.2614783458156952,63.0,71.0,-0.2409638554216867,1.3404255319148937,1.5193326783636691,-0.2732632658292745,1.4,1.7495215860611055,-0.3084337349397591,33.42857142857143,70,1.829875518672199,0.2114093959731543,1,0.6,2.9,7.0,0.2979511822748457,0,1,0,0,3.0,0.0,59390.0,0.0,0.0,0.0,0.0,0,0,0,0,382,2674.0,18874,132118.0,0.0,0.5051020408163265,0.0,0.0,0.5051020408163265,0.0,0.2745305514912489,0.1421999908869526,0.1385209258883946,0.0622258362203949
2026-02-21,65,68.57142857142857,-0.2073170731707316,1.9696969696969695,2.1706737109962915,-0.2313377679231337,0.8783783783783784,0.9205302239230198,-0.057350032959789,8.125,8.811224489795917,-0.2073170731707316,1.805555555555556,1.7280838154892977,-0.0752032520325203,65.0,68.57142857142857,-0.2073170731707316,1.4130434782608696,1.45496226616717,-0.241781548250265,1.5476190476190477,1.6777528785781126,-0.2450638792102205,33.285714285714285,73,1.8958333333333333,0.217391304347826,1,0.75,3.65,0.0,0.75,1,0,0,0,7.0,0.0,111866.0,0.0,0.0,0.0,0.0,0,0,0,0,382,2674.0,18874,132118.0,0.0,0.5051020408163265,0.0,0.0,0.5051020408163265,0.0,0.2650294923391306,0.1407748320141348,0.1394129957150716,0.0464169542493768
2026-02-22,61,66.57142857142857,-0.1866666666666666,2.1785714285714284,2.1247553436493525,-0.1285714285714286,0.8356164383561644,0.90924197992512,-0.0863926940639269,7.625,8.369897959183673,-0.2883333333333333,1.648648648648649,1.7022810091986862,-0.0987387387387387,61.0,66.57142857142857,-0.1866666666666666,1.4186046511627908,1.4389611813478602,-0.0731782945736433,1.4186046511627908,1.605685411161808,-0.2623255813953488,32.285714285714285,72,1.832618025751073,0.2118055555555555,1,0.75,3.65,1.0,0.6786280635269697,1,0,0,0,7.0,0.0,95173.0,0.0,0.0,0.0,0.0,0,0,0,0,382,2674.0,18874,132118.0,0.0,0.5051020408163265,0.0,0.0,0.5051020408163265,0.0,0.2741219470109335,0.1421387002149053,0.140177783849127,0.0391381347756407
2026-02-23,62,64.28571428571429,-0.2051282051282051,2.48,2.141378720272729,0.0492307692307691,0.8985507246376812,0.8806647192596779,-0.1820884429580083,5.636363636363637,7.782235621521336,-0.4219114219114218,1.7714285714285714,1.6962060210638974,-0.0234432234432234,62.0,64.28571428571429,-0.2051282051282051,1.3777777777777778,1.4129294353161144,-0.1168091168091168,1.7714285714285714,1.593440513202624,-0.0461538461538462,30.571428571428573,68,1.9638009049773757,0.223826714801444,1,0.75,3.65,2.0,0.6140480648084864,1,0,0,0,3.0,0.0,43802.0,0.0,0.0,0.0,0.0,0,0,0,0,382,2674.0,18874,132118.0,0.0,0.5051020408163265,0.0,0.0,0.5051020408163265,0.0,0.2559032370198027,0.1394058937162357,0.1407674329567193,0.0305114880117391
2026-02-24,60,63.142857142857146,-0.1176470588235294,2.2222222222222223,2.099050677944687,-0.1176470588235294,0.821917808219178,0.8685577394814652,-0.0934730056406124,6.666666666666667,7.346861471861472,-0.3137254901960783,1.6666666666666667,1.6786621614147743,-0.0686274509803921,60.0,63.142857142857146,-0.1176470588235294,1.2,1.404463826850506,-0.0470588235294118,1.4634146341463414,1.5655659487426938,-0.1176470588235294,32.857142857142854,72,1.7721518987341771,0.2061855670103092,1,0.75,3.65,3.0,0.5556136655112884,1,0,0,0,3.0,0.0,171413.0,0.0,0.0,0.0,0.0,0,0,0,0,382,2674.0,18874,132118.0,0.0,0.5051020408163265,0.0,0.0,0.5051020408163265,0.0,0.2834225529120661,0.1435337911000752,0.1413433370031996,0.0288979007623124
2026-02-25,56,62.142857142857146,-0.1111111111111111,1.8064516129032255,2.10711519407372,0.032258064516129,0.7777777777777778,0.8546688505925764,-0.111111111111111,7.0,7.221861471861472,-0.1111111111111111,1.696969696969697,1.7015742087170658,0.1043771043771044,18.666666666666668,56.8095238095238,-0.7037037037037037,1.435897435897436,1.3953063176929967,-0.0427350427350426,1.5555555555555556,1.550946065701758,-0.0617283950617284,30.714285714285715,71,1.7657657657657655,0.2058823529411764,1,0.75,3.65,4.0,0.5027400345267294,1,0,0,0,6.0,0.0,122283.0,0.0,0.0,0.0,0.0,0,0,0,0,382,2674.0,18874,132118.0,0.0,0.5051020408163265,0.0,0.0,0.5051020408163265,0.0,0.2844418169073727,0.1436866806993712,0.1416285580196498,0.0140909396063528
2026-02-26,60,61.0,-0.1176470588235294,1.818181818181818,2.072483159441685,-0.1176470588235294,0.8823529411764706,0.8545597160296603,-0.0008650519031141,6.0,6.864718614718615,-0.2941176470588235,1.5,1.6845674059959774,-0.0735294117647058,60.0,55.66666666666666,-0.1176470588235294,1.5789473684210529,1.3949566062049743,-0.0015479876160989,1.3953488372093024,1.5074244710173728,-0.1792065663474692,32.285714285714285,67,1.8025751072961371,0.2090592334494773,1,0.75,3.65,5.0,0.454897994784475,1,0,0,0,2.0,0.0,52429.0,0.0,0.0,0.0,0.0,0,0,0,0,382,2674.0,18874,132118.0,0.0,0.5051020408163265,0.0,0.0,0.5051020408163265,0.0,0.2786654405564465,0.1428202242467322,0.1420800161254867,0.0226278558265662
2026-02-26,60,60.57142857142857,-0.0476190476190476,2.0689655172413794,2.0777270812595776,0.0180623973727422,0.9230769230769232,0.8596672845175105,0.0402930402930403,6.666666666666667,6.817099567099567,-0.0476190476190475,1.6666666666666667,1.6794194008479724,-0.021164021164021,60.0,55.238095238095234,-0.0476190476190476,1.5,1.4177529587885611,0.119047619047619,1.4285714285714286,1.511506103670434,0.0204081632653061,30.714285714285715,64,1.891891891891892,0.217391304347826,1,0.75,3.65,6.0,0.4116087270705197,1,0,0,0,2.0,0.0,184993.0,0.0,0.0,0.0,0.0,0,0,0,0,382,2674.0,18874,132118.0,0.0,0.5051020408163265,0.0,0.0,0.5051020408163265,0.0,0.2655787339804473,0.1408572182603324,0.1418881914645409,-0.0094428460806844
2026-02-26,61,60.0,-0.0615384615384615,2.103448275862069,2.0968344107117347,0.0679045092838195,0.9384615384615383,0.8682505931008191,0.0684023668639053,8.714285714285714,6.901283240568955,0.0725274725274724,1.7428571428571429,1.670462484748199,-0.0347252747252747,61.0,54.66666666666666,-0.0615384615384615,1.525,1.433746747608437,0.0792307692307692,1.4523809523809523,1.4979006614935633,-0.0615384615384616,30.285714285714285,64,1.949771689497717,0.2226277372262773,1,0.75,3.65,7.0,0.3724389778435571,1,0,0,0,6.0,0.0,140669.0,0.0,0.0,0.0,0.0,0,0,0,0,382,2674.0,18874,132118.0,0.0,0.5051020408163265,0.0,0.0,0.5051020408163265,0.0,0.2577351451310037,0.1396806799329158,0.1417318840243668,-0.0077723557937483
2026-02-26,59,59.71428571428572,-0.0327868852459016,2.107142857142857,2.0866303290790817,-0.0327868852459015,0.9365079365079364,0.8826636642653579,0.1207390059849076,5.363636363636363,6.578231292517008,-0.2965722801788376,1.5945945945945943,1.6627404770261915,-0.0327868852459016,59.0,54.38095238095237,-0.0327868852459016,1.3409090909090908,1.4226473818579082,-0.054769001490313,1.5945945945945943,1.5230420819838209,0.1240584847142223,30.571428571428573,62,1.8687782805429864,0.2153284671532846,0,0.0,3.65,8.0,0.3369967230879162,0,0,0,0,7.0,0.0,608487.0,0.0,0.0,0.0,0.0,0,0,0,0,382,2674.0,18874,132118.0,0.0,0.5051020408163265,0.0,0.0,0.0,0.0,0.2688460080932736,0.040326901213991,0.1271873413099505,-0.7162848601188898
2026-02-27,55,58.71428571428572,-0.1129032258064516,2.1153846153846154,2.0345424169911697,-0.1470223325062034,0.859375,0.8770671321742606,-0.0435987903225806,9.166666666666666,7.082560296846011,0.6263440860215053,1.5714285714285714,1.6341690484547626,-0.1129032258064516,55.0,53.38095238095237,-0.1129032258064516,1.25,1.4043934136039398,-0.092741935483871,1.6176470588235294,1.501073294468815,-0.0868121442125237,29.0,63,1.8333333333333333,0.2123552123552123,1,0.4,4.05,0.0,0.4,0,0,0,1,3.0,0.0,3817.0,0.0,0.0,0.0,0.0,0,0,0,0,382,2674.0,18874,132118.0,0.0,0.5051020408163265,0.0,0.0,0.5051020408163265,0.0,0.2740155736797431,0.1421227442152267,0.1275754628098064,0.0194887778885537
2026-02-28,53,57.71428571428572,-0.1166666666666667,2.0384615384615383,2.0082908907396435,-0.0826923076923078,0.8548387096774194,0.8817701180968667,0.0400537634408602,5.3,6.887322201607915,-0.205,1.394736842105263,1.5953219306602766,-0.1631578947368421,53.0,52.38095238095237,-0.1166666666666667,1.127659574468085,1.3940590670993809,-0.0602836879432624,1.4324324324324325,1.4966472656525422,-0.0211711711711711,30.571428571428573,61,1.678733031674208,0.1977611940298507,1,0.4,4.05,1.0,0.3619349672143838,0,0,0,1,2.0,0.0,75403.0,0.0,0.0,0.0,0.0,0,0,0,0,382,2674.0,18874,132118.0,0.0,0.5051020408163265,0.0,0.0,0.5051020408163265,0.0,0.2991011790155895,0.1458855850156037,0.1279114333691676,0.0163849494777768
2026-03-01,55,57.57142857142857,-0.0178571428571429,2.037037037037037,2.041231665615902,0.1276455026455027,0.8333333333333334,0.8897066260333745,0.0714285714285714,7.857142857142857,7.009771181199753,0.1224489795918366,1.5277777777777777,1.5711516564900023,-0.099702380952381,55.0,57.57142857142857,1.9464285714285712,1.3095238095238095,1.3760056919031485,-0.0880102040816326,1.4473684210526316,1.4811919607235529,-0.0695488721804511,30.0,65,1.7741935483870968,0.206766917293233,1,0.4,4.05,2.0,0.3274923012311928,0,0,0,1,2.0,0.0,15354.0,0.0,0.0,0.0,0.0,0,0,0,0,382,2674.0,18874,132118.0,0.0,0.5051020408163265,0.0,0.0,0.5051020408163265,0.0,0.2830982329652164,0.1434851431080477,0.1278826422846928,-0.0014026184636078
